,Ne,length,sample_size,recombination_rate,mutation_rate,error_param,output_frequency,output_after_generations,tool,averaging,polytomies,rooting,metric,treedist_mean,treedist_se
406,5000,100000,16,1e-08,2.5718433618052004e-08,0,0.2,0,tsinfer,per site,broken,unrooted,RF,9.030785629767927,0.3723942299529414
407,5000,100000,16,1e-08,2.5718433618052004e-08,0,0.2,0,tsinfer,per site,broken,unrooted,SPR,2.8028155100097893,0.09510509415053851
408,5000,100000,16,1e-08,2.5718433618052004e-08,0,0.2,0,tsinfer,per site,broken,unrooted,path,14.124156771674038,0.37799729153370476
410,5000,100000,16,1e-08,2.5718433618052004e-08,0,0.2,0,tsinfer,per site,retained,rooted,KC,9.150544970711255,0.30103547584704926
414,5000,100000,16,1e-08,2.5718433618052004e-08,0,0.2,0,tsinfer,per site,retained,unrooted,SPR,1.711564692478574,0.2179849950826014
415,5000,100000,16,1e-08,2.5718433618052004e-08,0,0.2,0,tsinfer,per site,retained,unrooted,path,16.822418109432586,0.6320794129864766
417,5000,100000,16,1e-08,2.5718433618052004e-08,0,0.5,0,ARGweaver,per site,retained,rooted,KC,12.959250643059292,0.3200310032887888
418,5000,100000,16,1e-08,2.5718433618052004e-08,0,0.5,0,ARGweaver,per site,retained,rooted,RF,15.475793920000006,0.37593701768819
420,5000,100000,16,1e-08,2.5718433618052004e-08,0,0.5,0,ARGweaver,per site,retained,unrooted,RF,14.561538320000006,0.37874514137828
421,5000,100000,16,1e-08,2.5718433618052004e-08,0,0.5,0,ARGweaver,per site,retained,unrooted,SPR,3.8768338541666676,0.0804055247027429
422,5000,100000,16,1e-08,2.5718433618052004e-08,0,0.5,0,ARGweaver,per site,retained,unrooted,path,20.31064740769435,0.520565145703347
424,5000,100000,16,1e-08,2.5718433618052004e-08,0,0.5,0,RentPlus,per site,retained,rooted,KC,12.701473647874826,0.3992505473750839
425,5000,100000,16,1e-08,2.5718433618052004e-08,0,0.5,0,RentPlus,per site,retained,rooted,RF,14.769718400000002,0.5088437359304946
426,5000,100000,16,1e-08,2.5718433618052004e-08,0,0.5,0,RentPlus,per site,retained,unrooted,RF,13.837045999999997,0.509287559177023
427,5000,100000,16,1e-08,2.5718433618052004e-08,0,0.5,0,RentPlus,per site,retained,unrooted,SPR,3.698329583333333,0.1336897936091029
428,5000,100000,16,1e-08,2.5718433618052004e-08,0,0.5,0,RentPlus,per site,retained,unrooted,path,19.14506420804132,0.6125393209855778
429,5000,100000,16,1e-08,2.5718433618052004e-08,0,0.5,0,fastARG,per site,retained,rooted,KC,16.40461502752078,0.4802156393316672
430,5000,100000,16,1e-08,2.5718433618052004e-08,0,0.5,0,fastARG,per site,retained,rooted,RF,16.75659729827361,0.4589408490448827
432,5000,100000,16,1e-08,2.5718433618052004e-08,0,0.5,0,fastARG,per site,retained,unrooted,RF,14.758764794845012,0.45689590089239296
433,5000,100000,16,1e-08,2.5718433618052004e-08,0,0.5,0,fastARG,per site,retained,unrooted,SPR,3.9577920485822955,0.10390296309456884
434,5000,100000,16,1e-08,2.5718433618052004e-08,0,0.5,0,fastARG,per site,retained,unrooted,path,21.387795671706563,0.7225413677470773
436,5000,100000,16,1e-08,2.5718433618052004e-08,0,0.5,0,tsinfer,per site,broken,rooted,KC,12.591390071962339,0.3056297710387297
437,5000,100000,16,1e-08,2.5718433618052004e-08,0,0.5,0,tsinfer,per site,broken,rooted,RF,15.434871889186834,0.36629427281727733
439,5000,100000,16,1e-08,2.5718433618052004e-08,0,0.5,0,tsinfer,per site,broken,unrooted,RF,14.613573511251413,0.3676070520386504
440,5000,100000,16,1e-08,2.5718433618052004e-08,0,0.5,0,tsinfer,per site,broken,unrooted,SPR,3.8704538137685014,0.08124682232722165
441,5000,100000,16,1e-08,2.5718433618052004e-08,0,0.5,0,tsinfer,per site,broken,unrooted,path,20.032717954876762,0.48430387322500684
443,5000,100000,16,1e-08,2.5718433618052004e-08,0,0.5,0,tsinfer,per site,retained,rooted,KC,11.62742141882538,0.3495566687293768
447,5000,100000,16,1e-08,2.5718433618052004e-08,0,0.5,0,tsinfer,per site,retained,unrooted,path,28.254283551757435,0.8922491074012529
449,5000,100000,16,1e-08,2.5718433618052004e-08,0,0.8,0,ARGweaver,per site,retained,rooted,KC,17.770717379733153,0.5102735636421366
450,5000,100000,16,1e-08,2.5718433618052004e-08,0,0.8,0,ARGweaver,per site,retained,rooted,RF,20.435564239999994,0.3964797849153633
452,5000,100000,16,1e-08,2.5718433618052004e-08,0,0.8,0,ARGweaver,per site,retained,unrooted,RF,19.733317279999994,0.4209724928726594
453,5000,100000,16,1e-08,2.5718433618052004e-08,0,0.8,0,ARGweaver,per site,retained,unrooted,SPR,4.8307262592665765,0.08831291045153597
454,5000,100000,16,1e-08,2.5718433618052004e-08,0,0.8,0,ARGweaver,per site,retained,unrooted,path,26.808291368265238,0.6549958350610794
456,5000,100000,16,1e-08,2.5718433618052004e-08,0,0.8,0,RentPlus,per site,retained,rooted,KC,19.054923230643514,0.8866906724046919
457,5000,100000,16,1e-08,2.5718433618052004e-08,0,0.8,0,RentPlus,per site,retained,rooted,RF,19.7833264,0.49447832742518144
